feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,-0.0254,0.0254,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mfd,mfd,0.024799,0.024799,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__opmb,opmb,0.024109,0.024109,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__outer_membrane_porin_ompf,outer_membrane_porin_ompf,-0.023633,0.023633,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_2-phosphotransferase_mpha_family,macrolide_2-phosphotransferase_mpha_family,0.023408,0.023408,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__blaec_family,blaec_family,0.022995,0.022995,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdea,mdea,-0.022991,0.022991,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__marr,marr,0.022924,0.022924,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,-0.022753,0.022753,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sul3,sul3,0.022469,0.022469,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__adiy,adiy,-0.022016,0.022016,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb10,catb10,-0.021936,0.021936,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,0.021867,0.021867,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtc,mdtc,-0.021538,0.021538,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtk,mdtk,0.021463,0.021463,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdth,mdth,-0.021375,0.021375,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ddl,ddl,-0.021362,0.021362,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtl,mdtl,0.02127,0.02127,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1,oxa-1,0.020982,0.020982,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ompk36,ompk36,-0.020124,0.020124,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,sulfonamide-resistant_dihydropteroate_synthase_sul2,0.020062,0.020062,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtef-tolc,mdtef-tolc,-0.019843,0.019843,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ef-g,ef-g,-0.019839,0.019839,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,-0.019671,0.019671,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada3,aada3,0.019331,0.019331,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,-0.018812,0.018812,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tufa,tufa,0.018376,0.018376,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__folp,folp,0.018207,0.018207,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtn,mdtn,-0.018089,0.018089,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mexab-oprm,mexab-oprm,0.016918,0.016918,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1_family,oxa-1_family,0.016823,0.016823,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,-0.016791,0.016791,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tolcopmh,tolcopmh,0.015866,0.015866,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb_family,qnrb_family,-0.015674,0.015674,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__iso-trna,iso-trna,-0.015518,0.015518,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cyclic_amp_receptor_protein,cyclic_amp_receptor_protein,0.015484,0.015484,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdfa,mdfa,0.015127,0.015127,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catii,catii,0.014786,0.014786,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtp,mdtp,0.01469,0.01469,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mcr-1.1,mcr-1.1,0.014211,0.014211,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-id,aph6-id,0.013922,0.013922,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pmre,pmre,0.013706,0.013706,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mgrb,mgrb,0.013597,0.013597,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__epta_1,epta_1,-0.013487,0.013487,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,0.013228,0.013228,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_2-phosphotransferase_mphb_family,macrolide_2-phosphotransferase_mphb_family,0.012876,0.012876,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mphb,mphb,0.012586,0.012586,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrb,acrb,-0.012582,0.012582,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,-0.01115,0.01115,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdto,mdto,-0.011121,0.011121,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,0.01099,0.01099,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-icaph6-id,aph6-icaph6-id,-0.010903,0.010903,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ompf,ompf,0.010513,0.010513,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,0.010473,0.010473,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kdpe,kdpe,-0.010343,0.010343,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__streptothricin_n-acetyltransferase_sat2,streptothricin_n-acetyltransferase_sat2,0.010042,0.010042,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_nfsa_mutations_conferring_resistance_to_nitrofurantoin,escherichia_coli_nfsa_mutations_conferring_resistance_to_nitrofurantoin,0.009851,0.009851,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_pump_mdtm_of_mfs_type,multidrug_efflux_pump_mdtm_of_mfs_type,-0.009789,0.009789,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_bleomycin_binding_protein_ble-mbl,multispecies_bleomycin_binding_protein_ble-mbl,0.00977,0.00977,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,-0.009445,0.009445,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra12,trimethoprim-resistant_dihydrofolate_reductase_dfra12,-0.009051,0.009051,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__alas,alas,0.008881,0.008881,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtj,mdtj,0.008711,0.008711,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-13,ec-13,0.008311,0.008311,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__type_a-1_chloramphenicol_o-acetyltransferase,type_a-1_chloramphenicol_o-acetyltransferase,-0.008208,0.008208,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,0.008138,0.008138,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dfra8,dfra8,0.008111,0.008111,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,0.008047,0.008047,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sulfonamide-resistant_dihydropteroate_synthase_sul3,sulfonamide-resistant_dihydropteroate_synthase_sul3,0.008013,0.008013,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.007904,0.007904,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-163,cmy-163,-0.007884,0.007884,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,-0.007272,0.007272,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mcr-1,mcr-1,-0.007177,0.007177,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_tetb,tetracycline_efflux_mfs_transporter_tetb,0.006855,0.006855,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__marb,marb,0.006528,0.006528,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra17,trimethoprim-resistant_dihydrofolate_reductase_dfra17,0.006434,0.006434,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lysr_family_transcriptional_activator_leuo,lysr_family_transcriptional_activator_leuo,-0.006018,0.006018,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cysb,cysb,-0.005813,0.005813,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,-0.005672,0.005672,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__klebsiella_pneumoniae_kpne,klebsiella_pneumoniae_kpne,-0.005362,0.005362,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mara,mara,0.005357,0.005357,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tem-12,tem-12,0.005316,0.005316,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada8,aada8,-0.005244,0.005244,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_gadw_arac_family,transcriptional_regulator_gadw_arac_family,0.005224,0.005224,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-15,ec-15,0.005215,0.005215,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant2-ia,ant2-ia,0.005196,0.005196,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada2,aada2,0.004996,0.004996,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emrk,emrk,0.004474,0.004474,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,0.004367,0.004367,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,-0.004223,0.004223,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,-0.003972,0.003972,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bepd,bepd,-0.003654,0.003654,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dihydrofolate_reductase_ec_1.5.1.3,dihydrofolate_reductase_ec_1.5.1.3,-0.003593,0.003593,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_emre,escherichia_coli_emre,0.003521,0.003521,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__baer,baer,-0.003485,0.003485,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,0.003363,0.003363,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fola_dfr,fola_dfr,0.003279,0.003279,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,-0.003224,0.003224,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_23s_rrna_adenine2058-n6-methyltransferase_ermb,x_23s_rrna_adenine2058-n6-methyltransferase_ermb,0.002789,0.002789,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sat-2,sat-2,0.002776,0.002776,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pmrc,pmrc,-0.002647,0.002647,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dihydropteroate_synthase_ec_2.5.1.15,dihydropteroate_synthase_ec_2.5.1.15,-0.002255,0.002255,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__glpt,glpt,-0.002024,0.002024,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catalase-peroxidase_katg_ec_1.11.1.21,catalase-peroxidase_katg_ec_1.11.1.21,0.001883,0.001883,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna-binding_transcriptional_dual_regulator_soxs,dna-binding_transcriptional_dual_regulator_soxs,-0.001719,0.001719,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qacg,qacg,-0.001596,0.001596,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.00157,0.00157,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__brucella_suis_mprf,brucella_suis_mprf,-0.001424,0.001424,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.001213,0.001213,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,trimethoprim-resistant_dihydrofolate_reductase_dfra8,-0.001211,0.001211,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dfra7,dfra7,0.00073,0.00073,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,0.000705,0.000705,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,-0.000549,0.000549,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sat-1,sat-1,0.00044,0.00044,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lincosamide_nucleotidyltransferase_lnuf,lincosamide_nucleotidyltransferase_lnuf,0.0004,0.0004,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-19,ec-19,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emrab-tolc,emrab-tolc,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emra,emra,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacl,multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacl,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_streptothricin_n-acetyltransferase_sat1,multispecies_streptothricin_n-acetyltransferase_sat1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_tetracycline_efflux_mfs_transporter_tetd,multispecies_tetracycline_efflux_mfs_transporter_tetd,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada21,aada21,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada5,aada5,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__abc-type_siderophore_export_system_fused_atpase_and_permease_components,abc-type_siderophore_export_system_fused_atpase_and_permease_components,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acra_1,acra_1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acra_2,acra_2,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrab-tolc,acrab-tolc,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra7,trimethoprim-resistant_dihydrofolate_reductase_dfra7,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tuf1,tuf1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada24,aada24,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ftsi_1,ftsi_1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__neo,neo,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra17,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra17,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cata1,cata1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna_gyrase_subunit_b_ec_5.99.1.3,dna_gyrase_subunit_b_ec_5.99.1.3,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph3-i,aph3-i,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph3-ib,aph3-ib,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__arnc,arnc,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__arna,arna,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna-binding_protein_h-ns,dna-binding_protein_h-ns,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna-binding_response_regulator_kdpe,dna-binding_response_regulator_kdpe,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__glycerol-3-phosphate_transporter,glycerol-3-phosphate_transporter,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__folp_3,folp_3,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__outer_membrane_channel_tolc_opmh,outer_membrane_channel_tolc_opmh,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fosmidomycin_resistance_protein,fosmidomycin_resistance_protein,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_macrolide_efflux_mfs_transporter_mefb,multispecies_macrolide_efflux_mfs_transporter_mefb,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3_family_aminoglycoside_nucleotidyltransferase,multispecies_ant3_family_aminoglycoside_nucleotidyltransferase,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtc_1,mdtc_1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtc_2,mdtc_2,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdte,mdte,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macb,macb,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_glpt,escherichia_fosfomycin_resistant_glpt,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
