feature,gene,importance,abs_importance,importance_type,antibiotic,model
amr__parc,parc,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__pata,pata,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__arnc,arnc,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__baer,baer,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__phopphoq_regulator_mgrb,phopphoq_regulator_mgrb,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__phop,phop,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mdtc_1,mdtc_1,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mphb_family_macrolide_2-phosphotransferase,mphb_family_macrolide_2-phosphotransferase,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mphemphg_family,mphemphg_family,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__msba,msba,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__cys_regulon_transcriptional_activator_cysb,cys_regulon_transcriptional_activator_cysb,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__katg,katg,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__inha_fabi,inha_fabi,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__s10p,s10p,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__rsma,rsma,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ant1_1,ant1_1,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__rpoc,rpoc,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__lipid_a_phosphoethanolamine_transferase_eptapmrc_ec_2.7.8.43,lipid_a_phosphoethanolamine_transferase_eptapmrc_ec_2.7.8.43,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ibaac6-ii,aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ibaac6-ii,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ant1,ant1,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__lipid_a_export_permeaseatp-binding_protein_msba,lipid_a_export_permeaseatp-binding_protein_msba,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dfra17,dfra17,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dfra5,dfra5,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ssu_ribosomal_protein_s12p_s23e,ssu_ribosomal_protein_s12p_s23e,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__gadx,gadx,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__glpt,glpt,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__fosmidomycin_resistance_protein,fosmidomycin_resistance_protein,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ftsi_1,ftsi_1,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.95_aph3-i,aminoglycoside_3-phosphotransferase_ec_2.7.1.95_aph3-i,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.87_aph3-i,aminoglycoside_3-phosphotransferase_ec_2.7.1.87_aph3-i,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__h-ns,h-ns,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__alr,alr,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tem_family_class_a_beta-lactamase,tem_family_class_a_beta-lactamase,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tem_family,tem_family,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__folp_3,folp_3,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__acrs,acrs,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__sensor_protein_basspmrb_activates_basrpmra,sensor_protein_basspmrb_activates_basrpmra,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__sensory_histidine_kinase_baes,sensory_histidine_kinase_baes,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna_gyrase_subunit_b_ec_5.99.1.3,dna_gyrase_subunit_b_ec_5.99.1.3,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna-binding_transcriptional_dual_regulator_soxs,dna-binding_transcriptional_dual_regulator_soxs,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna-binding_response_regulator_kdpe,dna-binding_response_regulator_kdpe,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna-binding_protein_h-ns,dna-binding_protein_h-ns,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__teta_2,teta_2,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tetc,tetc,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tetb,tetb,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_fosfomycin_resistant_glpt,escherichia_fosfomycin_resistant_glpt,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_nitrofurantoin_resistant_nfsa,escherichia_nitrofurantoin_resistant_nfsa,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dhfri,dhfri,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcriptional_activator_gade,transcriptional_activator_gade,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emry,emry,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrab-tolc,emrab-tolc,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emra,emra,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__enoyl-acyl-carrier-protein_reductase_nadh_ec_1.3.1.9,enoyl-acyl-carrier-protein_reductase_nadh_ec_1.3.1.9,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcriptional_regulatory_protein_phop,transcriptional_regulatory_protein_phop,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra7,trimethoprim-resistant_dihydrofolate_reductase_dfra7,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__envr,envr,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aada24,aada24,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tuf1,tuf1,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__abc-type_siderophore_export_system_fused_atpase_and_permease_components,abc-type_siderophore_export_system_fused_atpase_and_permease_components,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aada5,aada5,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aada21,aada21,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aac6-ib_family_aminoglycoside_6-n-acetyltransferase,aac6-ib_family_aminoglycoside_6-n-acetyltransferase,0.0,0.0,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ctx-m_family,ctx-m_family,0.0314,0.0314,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.0312,0.0312,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mpha,mpha,0.0251,0.0251,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ctx-m-15,ctx-m-15,0.025,0.025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cmy-2,cmy-2,0.0205,0.0205,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.0177,0.0177,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.0167,0.0167,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.0147,0.0147,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__teta,teta,0.0143,0.0143,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ctx-m-14,ctx-m-14,0.0136,0.0136,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mrx,mrx,0.0132,0.0132,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.0122,0.0122,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.0118,0.0118,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.0115,0.0115,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.0105,0.0105,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.0089,0.0089,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__sul1,sul1,0.0088,0.0088,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__catb3,catb3,0.0086,0.0086,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.0084,0.0084,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.0078,0.0078,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtm,mdtm,0.0064,0.0064,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.0062,0.0062,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aac3-iiiiiivviviiiixx,aac3-iiiiiivviviiiixx,0.0058,0.0058,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetc,tetc,0.0058,0.0058,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__vgac,vgac,0.0057,0.0057,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.0054,0.0054,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__oxa-1,oxa-1,0.0054,0.0054,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__qnrs1,qnrs1,0.0054,0.0054,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,0.0052,0.0052,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aada5,aada5,0.0049,0.0049,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mpha_family,mpha_family,0.0048,0.0048,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__translation_elongation_factor_tu,translation_elongation_factor_tu,0.0047,0.0047,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__h-ns,h-ns,0.0047,0.0047,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.0046,0.0046,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,0.0044,0.0044,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__qace,qace,0.0044,0.0044,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_teta,multispecies_tetracycline_efflux_mfs_transporter_teta,0.0043,0.0043,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mara,mara,0.0043,0.0043,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.0041,0.0041,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.0041,0.0041,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrd,acrd,0.0041,0.0041,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mura,mura,0.004,0.004,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrab-tolc,acrab-tolc,0.0039,0.0039,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrb,emrb,0.0039,0.0039,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.0039,0.0039,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tolc,tolc,0.0038,0.0038,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdto,mdto,0.0038,0.0038,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtg,mdtg,0.0037,0.0037,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__rpob,rpob,0.0037,0.0037,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__baer,baer,0.0037,0.0037,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__evga,evga,0.0037,0.0037,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cpxa,cpxa,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtc,mdtc,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__kdpe,kdpe,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrb,acrb,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetracycline_efflux_mfs_transporter_teta,tetracycline_efflux_mfs_transporter_teta,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ef-tu,ef-tu,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtabc-tolc,mdtabc-tolc,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__evgs,evgs,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emry,emry,0.0036,0.0036,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dfra17,dfra17,0.0035,0.0035,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtb,mdtb,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrab-tolc,emrab-tolc,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acre,acre,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gade,gade,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrs,acrs,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrk,emrk,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gadx,gadx,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__marr,marr,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__leuo,leuo,0.0034,0.0034,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtp,mdtp,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aph3-i,aph3-i,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtef-tolc,mdtef-tolc,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pmrf,pmrf,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__alr,alr,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrf,acrf,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__yoji,yoji,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aph6-id,aph6-id,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aph3-ib,aph3-ib,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdte,mdte,0.0033,0.0033,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrky-tolc,emrky-tolc,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdfacmr,mdfacmr,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdth,mdth,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdta,mdta,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emra,emra,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrr,emrr,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gyrb,gyrb,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtn,mdtn,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__crp,crp,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ddl,ddl,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gyra,gyra,0.0032,0.0032,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emrd,emrd,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acref-tolc,acref-tolc,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pgsa,pgsa,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__baca,baca,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gidb,gidb,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gadw,gadw,0.0031,0.0031,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.003,0.003,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aac6-ib10,aac6-ib10,0.003,0.003,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__fola_dfr,fola_dfr,0.003,0.003,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__emre,emre,0.003,0.003,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tem-1,tem-1,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtl,mdtl,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__msba,msba,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__rho,rho,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__qacedelta1,qacedelta1,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtf,mdtf,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__rsma,rsma,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdtk,mdtk,0.0029,0.0029,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__folp,folp,0.0028,0.0028,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mfd,mfd,0.0028,0.0028,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__macb,macb,0.0028,0.0028,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,0.0027,0.0027,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__maca,maca,0.0027,0.0027,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mdfa,mdfa,0.0027,0.0027,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__arnt,arnt,0.0027,0.0027,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pare,pare,0.0027,0.0027,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__s10p,s10p,0.0026,0.0026,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__s12p,s12p,0.0026,0.0026,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__catb10,catb10,0.0026,0.0026,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acra,acra,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrr,acrr,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__klebsiella_pneumoniae_kpnf,klebsiella_pneumoniae_kpnf,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ugd,ugd,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__arna,arna,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__gdpd,gdpd,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__alas,alas,0.0025,0.0025,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__vang,vang,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_mdtabc-tolc_membrane_fusion_component_mdta,multidrug_efflux_system_mdtabc-tolc_membrane_fusion_component_mdta,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__klebsiella_pneumoniae_kpne,klebsiella_pneumoniae_kpne,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__sul2,sul2,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ompf,ompf,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__blaec_family,blaec_family,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
