feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.092568,0.092568,importancia_gini_bosque_aleatorio,1,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.062553,0.062553,importancia_gini_bosque_aleatorio,1,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.042822,0.042822,importancia_gini_bosque_aleatorio,1,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.038346,0.038346,importancia_gini_bosque_aleatorio,1,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.029466,0.029466,importancia_gini_bosque_aleatorio,1,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.025459,0.025459,importancia_gini_bosque_aleatorio,1,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.020318,0.020318,importancia_gini_bosque_aleatorio,1,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.019474,0.019474,importancia_gini_bosque_aleatorio,1,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.017638,0.017638,importancia_gini_bosque_aleatorio,1,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.015325,0.015325,importancia_gini_bosque_aleatorio,1,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.014715,0.014715,importancia_gini_bosque_aleatorio,1,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.013195,0.013195,importancia_gini_bosque_aleatorio,1,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.012238,0.012238,importancia_gini_bosque_aleatorio,1,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.011719,0.011719,importancia_gini_bosque_aleatorio,1,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.01134,0.01134,importancia_gini_bosque_aleatorio,1,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.011174,0.011174,importancia_gini_bosque_aleatorio,1,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.010201,0.010201,importancia_gini_bosque_aleatorio,1,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.009467,0.009467,importancia_gini_bosque_aleatorio,1,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.009163,0.009163,importancia_gini_bosque_aleatorio,1,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.008033,0.008033,importancia_gini_bosque_aleatorio,1,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.084196,0.084196,importancia_gini_bosque_aleatorio,2,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.058494,0.058494,importancia_gini_bosque_aleatorio,2,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.042684,0.042684,importancia_gini_bosque_aleatorio,2,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.041988,0.041988,importancia_gini_bosque_aleatorio,2,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.03379,0.03379,importancia_gini_bosque_aleatorio,2,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.024287,0.024287,importancia_gini_bosque_aleatorio,2,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.023047,0.023047,importancia_gini_bosque_aleatorio,2,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.021415,0.021415,importancia_gini_bosque_aleatorio,2,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.017073,0.017073,importancia_gini_bosque_aleatorio,2,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.015885,0.015885,importancia_gini_bosque_aleatorio,2,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.014787,0.014787,importancia_gini_bosque_aleatorio,2,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.014097,0.014097,importancia_gini_bosque_aleatorio,2,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.013693,0.013693,importancia_gini_bosque_aleatorio,2,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.013555,0.013555,importancia_gini_bosque_aleatorio,2,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.012985,0.012985,importancia_gini_bosque_aleatorio,2,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.012146,0.012146,importancia_gini_bosque_aleatorio,2,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.011832,0.011832,importancia_gini_bosque_aleatorio,2,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,0.00875,0.00875,importancia_gini_bosque_aleatorio,2,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aac3-iiiiiivviviiiixx,aac3-iiiiiivviviiiixx,0.00858,0.00858,importancia_gini_bosque_aleatorio,2,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family,mpha_family,0.008223,0.008223,importancia_gini_bosque_aleatorio,2,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.085097,0.085097,importancia_gini_bosque_aleatorio,3,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.062472,0.062472,importancia_gini_bosque_aleatorio,3,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.042358,0.042358,importancia_gini_bosque_aleatorio,3,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.040018,0.040018,importancia_gini_bosque_aleatorio,3,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.03043,0.03043,importancia_gini_bosque_aleatorio,3,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.025608,0.025608,importancia_gini_bosque_aleatorio,3,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.024742,0.024742,importancia_gini_bosque_aleatorio,3,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.018032,0.018032,importancia_gini_bosque_aleatorio,3,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.015698,0.015698,importancia_gini_bosque_aleatorio,3,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.015496,0.015496,importancia_gini_bosque_aleatorio,3,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.015483,0.015483,importancia_gini_bosque_aleatorio,3,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.014651,0.014651,importancia_gini_bosque_aleatorio,3,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.011771,0.011771,importancia_gini_bosque_aleatorio,3,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.010249,0.010249,importancia_gini_bosque_aleatorio,3,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.009914,0.009914,importancia_gini_bosque_aleatorio,3,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.009659,0.009659,importancia_gini_bosque_aleatorio,3,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family,mpha_family,0.008652,0.008652,importancia_gini_bosque_aleatorio,3,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.008622,0.008622,importancia_gini_bosque_aleatorio,3,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.008248,0.008248,importancia_gini_bosque_aleatorio,3,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mefb,mefb,0.007622,0.007622,importancia_gini_bosque_aleatorio,3,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.083854,0.083854,importancia_gini_bosque_aleatorio,4,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.058404,0.058404,importancia_gini_bosque_aleatorio,4,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.044196,0.044196,importancia_gini_bosque_aleatorio,4,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.042435,0.042435,importancia_gini_bosque_aleatorio,4,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.031303,0.031303,importancia_gini_bosque_aleatorio,4,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.029558,0.029558,importancia_gini_bosque_aleatorio,4,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.022603,0.022603,importancia_gini_bosque_aleatorio,4,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.018235,0.018235,importancia_gini_bosque_aleatorio,4,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.017448,0.017448,importancia_gini_bosque_aleatorio,4,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.016035,0.016035,importancia_gini_bosque_aleatorio,4,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.015212,0.015212,importancia_gini_bosque_aleatorio,4,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.014402,0.014402,importancia_gini_bosque_aleatorio,4,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.013236,0.013236,importancia_gini_bosque_aleatorio,4,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.012918,0.012918,importancia_gini_bosque_aleatorio,4,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.012038,0.012038,importancia_gini_bosque_aleatorio,4,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.01168,0.01168,importancia_gini_bosque_aleatorio,4,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.010359,0.010359,importancia_gini_bosque_aleatorio,4,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,0.010305,0.010305,importancia_gini_bosque_aleatorio,4,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.007893,0.007893,importancia_gini_bosque_aleatorio,4,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra17,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra17,0.007527,0.007527,importancia_gini_bosque_aleatorio,4,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.091825,0.091825,importancia_gini_bosque_aleatorio,5,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.065988,0.065988,importancia_gini_bosque_aleatorio,5,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.045426,0.045426,importancia_gini_bosque_aleatorio,5,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.042147,0.042147,importancia_gini_bosque_aleatorio,5,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.030164,0.030164,importancia_gini_bosque_aleatorio,5,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.027749,0.027749,importancia_gini_bosque_aleatorio,5,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.019229,0.019229,importancia_gini_bosque_aleatorio,5,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.018145,0.018145,importancia_gini_bosque_aleatorio,5,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.017245,0.017245,importancia_gini_bosque_aleatorio,5,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.015121,0.015121,importancia_gini_bosque_aleatorio,5,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.014018,0.014018,importancia_gini_bosque_aleatorio,5,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.012838,0.012838,importancia_gini_bosque_aleatorio,5,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.012659,0.012659,importancia_gini_bosque_aleatorio,5,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.011628,0.011628,importancia_gini_bosque_aleatorio,5,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.011257,0.011257,importancia_gini_bosque_aleatorio,5,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.010319,0.010319,importancia_gini_bosque_aleatorio,5,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tetb,tetb,0.009963,0.009963,importancia_gini_bosque_aleatorio,5,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,0.009878,0.009878,importancia_gini_bosque_aleatorio,5,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.009681,0.009681,importancia_gini_bosque_aleatorio,5,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.009494,0.009494,importancia_gini_bosque_aleatorio,5,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.090219,0.090219,importancia_gini_bosque_aleatorio,6,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.062425,0.062425,importancia_gini_bosque_aleatorio,6,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.048033,0.048033,importancia_gini_bosque_aleatorio,6,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.040315,0.040315,importancia_gini_bosque_aleatorio,6,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.030223,0.030223,importancia_gini_bosque_aleatorio,6,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.027532,0.027532,importancia_gini_bosque_aleatorio,6,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.021013,0.021013,importancia_gini_bosque_aleatorio,6,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.017076,0.017076,importancia_gini_bosque_aleatorio,6,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.015546,0.015546,importancia_gini_bosque_aleatorio,6,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.01506,0.01506,importancia_gini_bosque_aleatorio,6,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.014705,0.014705,importancia_gini_bosque_aleatorio,6,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.014116,0.014116,importancia_gini_bosque_aleatorio,6,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.012694,0.012694,importancia_gini_bosque_aleatorio,6,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.012085,0.012085,importancia_gini_bosque_aleatorio,6,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.011639,0.011639,importancia_gini_bosque_aleatorio,6,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.010634,0.010634,importancia_gini_bosque_aleatorio,6,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.00975,0.00975,importancia_gini_bosque_aleatorio,6,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mdtm,mdtm,0.009245,0.009245,importancia_gini_bosque_aleatorio,6,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.008246,0.008246,importancia_gini_bosque_aleatorio,6,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family,mpha_family,0.007468,0.007468,importancia_gini_bosque_aleatorio,6,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.077974,0.077974,importancia_gini_bosque_aleatorio,7,1,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.063966,0.063966,importancia_gini_bosque_aleatorio,7,2,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.043618,0.043618,importancia_gini_bosque_aleatorio,7,3,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.043468,0.043468,importancia_gini_bosque_aleatorio,7,4,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha,mpha,0.031522,0.031522,importancia_gini_bosque_aleatorio,7,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.024417,0.024417,importancia_gini_bosque_aleatorio,7,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.019693,0.019693,importancia_gini_bosque_aleatorio,7,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.019303,0.019303,importancia_gini_bosque_aleatorio,7,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.016723,0.016723,importancia_gini_bosque_aleatorio,7,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.015865,0.015865,importancia_gini_bosque_aleatorio,7,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.015247,0.015247,importancia_gini_bosque_aleatorio,7,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.012961,0.012961,importancia_gini_bosque_aleatorio,7,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.012756,0.012756,importancia_gini_bosque_aleatorio,7,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.012653,0.012653,importancia_gini_bosque_aleatorio,7,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.012252,0.012252,importancia_gini_bosque_aleatorio,7,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.011858,0.011858,importancia_gini_bosque_aleatorio,7,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.010738,0.010738,importancia_gini_bosque_aleatorio,7,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
