feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,0.001322,0.001322,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__gdpd,gdpd,0.001318,0.001318,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__marb,marb,0.001317,0.001317,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__inha_fabi,inha_fabi,0.001313,0.001313,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,0.001312,0.001312,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__gidb,gidb,0.001308,0.001308,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,0.001304,0.001304,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ermb,ermb,0.001303,0.001303,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__parc,parc,0.001301,0.001301,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ugd,ugd,0.001292,0.001292,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__nfsa,nfsa,0.001282,0.001282,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__katg,katg,0.001273,0.001273,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__acrr,acrr,0.001256,0.001256,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__pgsa,pgsa,0.001251,0.001251,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__pmrc,pmrc,0.001251,0.001251,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__suge,suge,0.00125,0.00125,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__s12p,s12p,0.001247,0.001247,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__maca,maca,0.001238,0.001238,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mdtk,mdtk,0.001237,0.001237,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__acrz,acrz,0.001237,0.001237,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,multispecies_tetracycline_efflux_mfs_transporter_tetb,0.001226,0.001226,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__glpt,glpt,0.001226,0.001226,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cpxr,cpxr,0.001225,0.001225,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cysb,cysb,0.001221,0.001221,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__iso-trna,iso-trna,0.001212,0.001212,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__alas,alas,0.001205,0.001205,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,0.001195,0.001195,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__kasa,kasa,0.001178,0.001178,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.001173,0.001173,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__acra,acra,0.00116,0.00116,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__adiy,adiy,0.00116,0.00116,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__pata,pata,0.001133,0.001133,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__pmre,pmre,0.001133,0.001133,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__rho,rho,0.001112,0.001112,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__phopphoq_regulator_mgrb,phopphoq_regulator_mgrb,0.001099,0.001099,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__oxyr,oxyr,0.001096,0.001096,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,0.001095,0.001095,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__baes,baes,0.001094,0.001094,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ompf,ompf,0.001092,0.001092,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__acrad-tolc,acrad-tolc,0.001079,0.001079,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,0.001077,0.001077,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__pmrb,pmrb,0.001072,0.001072,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mdfacmr,mdfacmr,0.001069,0.001069,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ec-5,ec-5,0.001059,0.001059,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tolcopmh,tolcopmh,0.001029,0.001029,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__class_c_extended-spectrum_beta-lactamase_ec-18,class_c_extended-spectrum_beta-lactamase_ec-18,0.001016,0.001016,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__fyua,fyua,0.001012,0.001012,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mgrb,mgrb,0.001008,0.001008,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vapb_protein_antitoxin_to_vapc,vapb_protein_antitoxin_to_vapc,0.000999,0.000999,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,0.000997,0.000997,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-27,ctx-m-27,0.000993,0.000993,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__flor_family,flor_family,0.000979,0.000979,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aac3-iic,aac3-iic,0.000959,0.000959,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.000946,0.000946,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ec-15,ec-15,0.000945,0.000945,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dxr,dxr,0.00094,0.00094,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,multispecies_aminoglycoside_o-phosphotransferase_aph6-id,0.000921,0.000921,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_coli_emre,escherichia_coli_emre,0.000913,0.000913,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.000892,0.000892,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__bcrc,bcrc,0.000888,0.000888,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__phop,phop,0.000877,0.000877,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,0.000853,0.000853,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__blaec_family,blaec_family,0.000826,0.000826,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sensor_protein_basspmrb_activates_basrpmra,sensor_protein_basspmrb_activates_basrpmra,0.000788,0.000788,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.000751,0.000751,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.000735,0.000735,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aph3-ia,aph3-ia,0.000723,0.000723,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,0.000717,0.000717,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,0.000698,0.000698,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,sulfonamide-resistant_dihydropteroate_synthase_sul2,0.00067,0.00067,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,0.000662,0.000662,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,0.000648,0.000648,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,0.000647,0.000647,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ib-cr_fluoroquinolone-acetylating,aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ib-cr_fluoroquinolone-acetylating,0.000647,0.000647,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__outer_membrane_channel_tolc_opmh,outer_membrane_channel_tolc_opmh,0.000638,0.000638,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.000635,0.000635,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cmy-2,cmy-2,0.000632,0.000632,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,0.000605,0.000605,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multiple_antibiotic_resistance_protein_marr,multiple_antibiotic_resistance_protein_marr,0.000605,0.000605,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.000596,0.000596,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-55,ctx-m-55,0.00059,0.00059,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__copper_sensory_histidine_kinase_cpxa,copper_sensory_histidine_kinase_cpxa,0.000576,0.000576,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tetd,tetd,0.000568,0.000568,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,0.000561,0.000561,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,0.000559,0.000559,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_23s_rrna_adenine2058-n6-methyltransferase_ermb,multispecies_23s_rrna_adenine2058-n6-methyltransferase_ermb,0.000556,0.000556,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__alanine_racemase_ec_5.1.1.1,alanine_racemase_ec_5.1.1.1,0.000554,0.000554,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna_gyrase_subunit_b_ec_5.99.1.3,dna_gyrase_subunit_b_ec_5.99.1.3,0.00054,0.00054,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna-binding_protein_h-ns,dna-binding_protein_h-ns,0.00053,0.00053,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcriptional_regulator_of_acrab_operon_acrr,transcriptional_regulator_of_acrab_operon_acrr,0.000524,0.000524,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,0.000522,0.000522,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,0.00052,0.00052,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,0.000516,0.000516,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,0.000511,0.000511,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_resistance_regulator_emrr_mpra,multidrug_resistance_regulator_emrr_mpra,0.000508,0.000508,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna_gyrase_subunit_a_ec_5.99.1.3,dna_gyrase_subunit_a_ec_5.99.1.3,0.000496,0.000496,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__bla,bla,0.000496,0.000496,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,0.000494,0.000494,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__isoleucyl-trna_synthetase_ec_6.1.1.5,isoleucyl-trna_synthetase_ec_6.1.1.5,0.000493,0.000493,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,0.00049,0.00049,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,0.000489,0.000489,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,0.000485,0.000485,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
