antibiotic,feature,n_present,prevalence_pct
cefotaxime,amr__aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ibaac6-ii,7,0.106
cefotaxime,amr__aminoglycoside_nucleotidyltransferase_ant2-ia,10,0.152
cefotaxime,amr__aminoglycoside_nucleotidyltransferase_ant9-ia,0,0.0
cefotaxime,amr__aminoglycoside_o-nucleotidyltransferase_ant4-ia,0,0.0
cefotaxime,amr__aminoglycoside_o-nucleotidylyltransferase_which_modifies_aminoglycosides_by_adenylylation.,1,0.015
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph3-ia,36,0.546
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph3-ib,289,4.385
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph3-iia,5,0.076
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph3-iiia,0,0.0
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph4-ia,5,0.076
cefotaxime,amr__aminoglycoside_o-phosphotransferase_aph6-id,263,3.991
cefotaxime,amr__aminoglycoside_o-phosphotransferase_which_modifies_aminoglycosides_by_phosphorylation.,2,0.03
cefotaxime,amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,409,6.206
cefotaxime,amr__ampc,14,0.212
cefotaxime,amr__ampc_1,2,0.03
cefotaxime,amr__ampc_2,4,0.061
cefotaxime,amr__amra,0,0.0
cefotaxime,amr__ant1,5,0.076
cefotaxime,amr__ant1_1,9,0.137
cefotaxime,amr__ant1_2,13,0.197
cefotaxime,amr__ant1_3,3,0.046
cefotaxime,amr__ant1_5,1,0.015
cefotaxime,amr__ant1_7,1,0.015
cefotaxime,amr__ant2-ia,9,0.137
cefotaxime,amr__ant3-i_family_aminoglycoside_nucleotidyltransferase,1,0.015
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada,2,0.03
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,146,2.215
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada12,1,0.015
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada16,1,0.015
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,46,0.698
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,4,0.061
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada25,2,0.03
cefotaxime,amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,128,1.942
cefotaxime,amr__ant4-ia,0,0.0
cefotaxime,amr__ant9-i,0,0.0
cefotaxime,amr__ant9-ia,0,0.0
cefotaxime,amr__aph2,1,0.015
cefotaxime,amr__aph3-i,253,3.839
cefotaxime,amr__aph3-ia,52,0.789
cefotaxime,amr__aph3-ib,464,7.041
cefotaxime,amr__aph3-iia,2,0.03
cefotaxime,amr__aph3-iiaph3-xv,4,0.061
cefotaxime,amr__aph3-vi,1,0.015
cefotaxime,amr__aph3-vi_family_aminoglycoside_o-phosphotransferase,1,0.015
cefotaxime,amr__aph3-via,1,0.015
cefotaxime,amr__aph4-i,2,0.03
cefotaxime,amr__aph4-ia,3,0.046
cefotaxime,amr__aph6-i,0,0.0
cefotaxime,amr__aph6-ic,0,0.0
cefotaxime,amr__aph6-icaph6-id,214,3.247
cefotaxime,amr__aph6-id,492,7.466
cefotaxime,amr__arma,4,0.061
cefotaxime,amr__arna,770,11.684
cefotaxime,amr__arnb,1,0.015
cefotaxime,amr__arnc,5,0.076
cefotaxime,amr__arnd,0,0.0
cefotaxime,amr__arnf,0,0.0
cefotaxime,amr__arnt,964,14.628
cefotaxime,amr__arr-2,3,0.046
cefotaxime,amr__arr-3,2,0.03
cefotaxime,amr__asma_protein,2,0.03
cefotaxime,amr__baca,1580,23.976
cefotaxime,amr__bacillus_subtilis_mprf,1,0.015
cefotaxime,amr__baer,1599,24.264
cefotaxime,amr__baer_1,1,0.015
cefotaxime,amr__baes,778,11.806
cefotaxime,amr__basr,1,0.015
cefotaxime,amr__bass,2,0.03
cefotaxime,amr__bcr,2,0.03
cefotaxime,amr__bcr_1,2,0.03
cefotaxime,amr__bcr_2,4,0.061
cefotaxime,amr__bcr_3,3,0.046
cefotaxime,amr__bcrc,701,10.637
cefotaxime,amr__bepd,7,0.106
cefotaxime,amr__bifunctional_enzyme_that_catalyzes_the_oxidative_decarboxylation_of_udp-glucuronic_acid_udp-glcua_to_udp-4-keto-arabinos,2,0.03
cefotaxime,amr__bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,9,0.137
cefotaxime,amr__bla,3,0.046
cefotaxime,amr__bla_1,5,0.076
cefotaxime,amr__bla_2,13,0.197
cefotaxime,amr__blactx-m,0,0.0
cefotaxime,amr__blaec,0,0.0
cefotaxime,amr__blaec_family,731,11.093
cefotaxime,amr__blat-6,2,0.03
cefotaxime,amr__blatem,1,0.015
cefotaxime,amr__bleomycin_binding_protein,3,0.046
cefotaxime,amr__bleomycin_binding_protein_ble-mbl,2,0.03
cefotaxime,amr__bleomycin_binding_protein_blmt,1,0.015
cefotaxime,amr__bleomycin_resistance_protein,5,0.076
cefotaxime,amr__blmt,1,0.015
cefotaxime,amr__broad-spectrum_class_a_beta-lactamase_shv-1,15,0.228
cefotaxime,amr__broad-spectrum_class_a_beta-lactamase_tem-1,355,5.387
cefotaxime,amr__broad-spectrum_class_a_beta-lactamase_tem-135,2,0.03
cefotaxime,amr__brpmbl,7,0.106
cefotaxime,amr__brucella_suis_mprf,12,0.182
cefotaxime,amr__cara,1,0.015
cefotaxime,amr__carb-2,0,0.0
cefotaxime,amr__carb-21,2,0.03
cefotaxime,amr__carb-3,2,0.03
cefotaxime,amr__carb-31,1,0.015
cefotaxime,amr__carb-56,3,0.046
cefotaxime,amr__carb-57,0,0.0
cefotaxime,amr__carbapenem-hydrolyzing_class_a_beta-lactamase_kpc-2,2,0.03
cefotaxime,amr__carbapenem-hydrolyzing_class_a_beta-lactamase_kpc-3,4,0.061
cefotaxime,amr__carbohydrate-selective_porin_oprb,2,0.03
cefotaxime,amr__cat,6,0.091
cefotaxime,amr__cat3,1,0.015
cefotaxime,amr__cat_1,0,0.0
cefotaxime,amr__cat_2,0,0.0
cefotaxime,amr__cata1,60,0.91
cefotaxime,amr__cata1cata4_family,67,1.017
cefotaxime,amr__cata2_family,3,0.046
cefotaxime,amr__catalase-peroxidase_katg_ec_1.11.1.21,193,2.929
cefotaxime,amr__catb10,836,12.686
cefotaxime,amr__catb3,82,1.244
cefotaxime,amr__catb_family,41,0.622
cefotaxime,amr__cati,37,0.561
cefotaxime,amr__catii,8,0.121
cefotaxime,amr__catii_from_escherichia_coli_k-12,3,0.046
cefotaxime,amr__cdp-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_ec_2.7.8.5,235,3.566
cefotaxime,amr__ceob,7,0.106
cefotaxime,amr__cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,148,2.246
cefotaxime,amr__chloramphenicol_efflux_mfs_transporter_cmla1,14,0.212
cefotaxime,amr__chloramphenicol_efflux_mfs_transporter_cmla5,0,0.0
cefotaxime,amr__chloramphenicol_efflux_mfs_transporter_cmla6,4,0.061
cefotaxime,amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,23,0.349
cefotaxime,amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata2_family,0,0.0
cefotaxime,amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,26,0.395
cefotaxime,amr__chloramphenicol_resistance_mfs_efflux_pump_cmla_family,4,0.061
cefotaxime,amr__chloramphenicolflorfenicol_efflux_mfs_transporter_flor,19,0.288
cefotaxime,amr__class_a_beta-lactamase._this_enzyme_breaks_the_beta-lactam_antibiotic_ring_open_and_deactivates_the_molecules_antibacter,3,0.046
cefotaxime,amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,32,0.486
cefotaxime,amr__class_a_beta-lactamase_ec_3.5.2.6_kpc_family_carbapenem-hydrolyzing,1,0.015
cefotaxime,amr__class_a_beta-lactamase_ec_3.5.2.6_shv_family,10,0.152
cefotaxime,amr__class_a_beta-lactamase_ec_3.5.2.6_tem_family,180,2.731
cefotaxime,amr__class_a_beta-lactamase_lap-2,0,0.0
cefotaxime,amr__class_a_beta-lactamase_tem-190,1,0.015
cefotaxime,amr__class_a_beta-lactamase_tem-212,1,0.015
cefotaxime,amr__class_a_beta-lactamase_tem-215,1,0.015
cefotaxime,amr__class_a_beta-lactamase_tem-70,1,0.015
cefotaxime,amr__class_a_extended-spectrum_beta-lactamase_tem-133,1,0.015
cefotaxime,amr__class_a_extended-spectrum_beta-lactamase_tem-164,1,0.015
cefotaxime,amr__class_a_extended-spectrum_beta-lactamase_tem-20_partial,1,0.015
cefotaxime,amr__class_c_beta-lactamase._this_enzyme_breaks_the_beta-lactam_antibiotic_ring_open_and_deactivates_the_molecules_antibacter,1,0.015
cefotaxime,amr__class_c_beta-lactamase_cmy-145,0,0.0
cefotaxime,amr__class_c_beta-lactamase_cmy-82,0,0.0
cefotaxime,amr__class_c_beta-lactamase_ec_3.5.2.6_blaec_family,201,3.05
cefotaxime,amr__class_c_beta-lactamase_ec_3.5.2.6_cmycmy-2cfelat_family,4,0.061
cefotaxime,amr__class_c_extended-spectrum_beta-lactamase_cmy-42,1,0.015
cefotaxime,amr__class_c_extended-spectrum_beta-lactamase_ec-13,88,1.335
cefotaxime,amr__class_c_extended-spectrum_beta-lactamase_ec-18,35,0.531
cefotaxime,amr__class_c_extended-spectrum_beta-lactamase_ec-19,11,0.167
cefotaxime,amr__class_d_beta-lactamase._this_enzyme_breaks_the_beta-lactam_antibiotic_ring_open_and_deactivates_the_molecules_antibacter,3,0.046
cefotaxime,amr__class_d_beta-lactamase_ec_3.5.2.6,2,0.03
cefotaxime,amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,29,0.44
cefotaxime,amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-2_family,1,0.015
cefotaxime,amr__cme-1,2,0.03
cefotaxime,amr__cmla,0,0.0
cefotaxime,amr__cmla1,14,0.212
cefotaxime,amr__cmla5,1,0.015
cefotaxime,amr__cmla6,7,0.106
cefotaxime,amr__cmla_family,22,0.334
cefotaxime,amr__cmr,1,0.015
cefotaxime,amr__cmy-13,1,0.015
cefotaxime,amr__cmy-132,6,0.091
cefotaxime,amr__cmy-136,0,0.0
cefotaxime,amr__cmy-145,0,0.0
cefotaxime,amr__cmy-15,0,0.0
cefotaxime,amr__cmy-163,5,0.076
cefotaxime,amr__cmy-2,68,1.032
cefotaxime,amr__cmy-20,2,0.03
cefotaxime,amr__cmy-26,1,0.015
cefotaxime,amr__cmy-2_family_class_c_beta-lactamase,3,0.046
cefotaxime,amr__cmy-4,1,0.015
cefotaxime,amr__cmy-42,2,0.03
cefotaxime,amr__cmy-47,1,0.015
cefotaxime,amr__cmy-48,1,0.015
cefotaxime,amr__cmy-7,1,0.015
cefotaxime,amr__cmy-82,0,0.0
cefotaxime,amr__cmycmy-2cfelat_family,40,0.607
cefotaxime,amr__cobialamin_adenosyltransferase_ec_2.5.1.17,1,0.015
cefotaxime,amr__cobo,1,0.015
cefotaxime,amr__copper-sensing_two-component_system_response_regulator_cpxr,218,3.308
cefotaxime,amr__copper_sensory_histidine_kinase_cpxa,222,3.369
cefotaxime,amr__cpxa,1597,24.234
cefotaxime,amr__cpxr,692,10.501
cefotaxime,amr__crp,1621,24.598
cefotaxime,amr__csra,9,0.137
cefotaxime,amr__ctx-m-1,8,0.121
cefotaxime,amr__ctx-m-11,1,0.015
cefotaxime,amr__ctx-m-14,45,0.683
cefotaxime,amr__ctx-m-15,119,1.806
cefotaxime,amr__ctx-m-19,1,0.015
cefotaxime,amr__ctx-m-197,1,0.015
cefotaxime,amr__ctx-m-198,3,0.046
cefotaxime,amr__ctx-m-2,1,0.015
cefotaxime,amr__ctx-m-23,0,0.0
cefotaxime,amr__ctx-m-24,3,0.046
cefotaxime,amr__ctx-m-27,18,0.273
cefotaxime,amr__ctx-m-32,1,0.015
cefotaxime,amr__ctx-m-55,23,0.349
cefotaxime,amr__ctx-m-65,0,0.0
cefotaxime,amr__ctx-m-75,1,0.015
cefotaxime,amr__ctx-m-9,1,0.015
cefotaxime,amr__ctx-m-98,0,0.0
cefotaxime,amr__ctx-m_family,122,1.851
cefotaxime,amr__ctx-m_family_extended-spectrum_class_a_beta-lactamase,0,0.0
cefotaxime,amr__cyaa,1,0.015
cefotaxime,amr__cyclic_amp_receptor_protein,193,2.929
cefotaxime,amr__cys_regulon_transcriptional_activator_cysb,209,3.171
cefotaxime,amr__cysb,728,11.047
cefotaxime,amr__cysb_2,0,0.0
cefotaxime,amr__d-alanine--d-alanine_ligase_ec_6.3.2.4,417,6.328
cefotaxime,amr__dadx,0,0.0
cefotaxime,amr__ddl,1314,19.939
cefotaxime,amr__ddla,8,0.121
cefotaxime,amr__ddlb,1,0.015
cefotaxime,amr__dfra,6,0.091
cefotaxime,amr__dfra1,104,1.578
cefotaxime,amr__dfra10,1,0.015
cefotaxime,amr__dfra12,42,0.637
cefotaxime,amr__dfra14,85,1.29
cefotaxime,amr__dfra15,3,0.046
cefotaxime,amr__dfra16,1,0.015
cefotaxime,amr__dfra17,232,3.52
cefotaxime,amr__dfra19,1,0.015
cefotaxime,amr__dfra21,1,0.015
cefotaxime,amr__dfra36,4,0.061
cefotaxime,amr__dfra5,48,0.728
cefotaxime,amr__dfra7,23,0.349
cefotaxime,amr__dfra8,12,0.182
cefotaxime,amr__dfrd,0,0.0
cefotaxime,amr__dha-1,2,0.03
cefotaxime,amr__dha-16,1,0.015
cefotaxime,amr__dha_family_class_c_beta-lactamase,1,0.015
cefotaxime,amr__dhamor_family,1,0.015
cefotaxime,amr__dhfri,13,0.197
cefotaxime,amr__dhfri_1,0,0.0
cefotaxime,amr__dhfri_2,0,0.0
cefotaxime,amr__dhfrv,0,0.0
cefotaxime,amr__dihydrofolate_reductase_ec_1.5.1.3,315,4.78
cefotaxime,amr__dihydropteroate_synthase_ec_2.5.1.15,392,5.948
cefotaxime,amr__dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,103,1.563
cefotaxime,amr__dna-binding_protein_h-ns,455,6.904
cefotaxime,amr__dna-binding_response_regulator_kdpe,201,3.05
cefotaxime,amr__dna-binding_transcriptional_dual_regulator_rob,1,0.015
cefotaxime,amr__dna-binding_transcriptional_dual_regulator_soxs,229,3.475
cefotaxime,amr__dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,516,7.83
cefotaxime,amr__dna_gyrase_subunit_a_ec_5.99.1.3,388,5.888
cefotaxime,amr__dna_gyrase_subunit_b_ec_5.99.1.3,385,5.842
cefotaxime,amr__dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,211,3.202
cefotaxime,amr__dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,211,3.202
cefotaxime,amr__dxr,703,10.668
cefotaxime,amr__ebr,0,0.0
cefotaxime,amr__ec-13,30,0.455
cefotaxime,amr__ec-14,103,1.563
cefotaxime,amr__ec-15,41,0.622
cefotaxime,amr__ec-16,1,0.015
cefotaxime,amr__ec-18,27,0.41
cefotaxime,amr__ec-19,20,0.303
cefotaxime,amr__ec-5,547,8.3
cefotaxime,amr__ec-8,165,2.504
cefotaxime,amr__ef-g,710,10.774
cefotaxime,amr__ef-tu,2271,34.461
cefotaxime,amr__efflux_pumppotassium_antiporter_system._rosa_major_facilitator_superfamily_transporter._rosb_potassium_antiporter.,1,0.015
cefotaxime,amr__emra,1601,24.294
cefotaxime,amr__emrab-tolc,1908,28.953
cefotaxime,amr__emrb,1583,24.021
cefotaxime,amr__emrb_1,10,0.152
cefotaxime,amr__emrb_2,0,0.0
cefotaxime,amr__emrb_3,0,0.0
cefotaxime,amr__emrd,1370,20.789
cefotaxime,amr__emre,1163,17.648
cefotaxime,amr__emre_1,3,0.046
cefotaxime,amr__emre_2,7,0.106
cefotaxime,amr__emre_3,3,0.046
cefotaxime,amr__emrk,1572,23.854
cefotaxime,amr__emrk_1,1,0.015
cefotaxime,amr__emrky-tolc,1366,20.728
cefotaxime,amr__emrr,1575,23.9
cefotaxime,amr__emry,1606,24.37
cefotaxime,amr__enoyl-acyl-carrier-protein_reductase_nadh_ec_1.3.1.9,198,3.005
cefotaxime,amr__envr,8,0.121
cefotaxime,amr__envz_3,1,0.015
cefotaxime,amr__envz_4,1,0.015
cefotaxime,amr__epta,938,14.234
cefotaxime,amr__epta_1,6,0.091
cefotaxime,amr__epta_2,9,0.137
cefotaxime,amr__eptb,1,0.015
cefotaxime,amr__erea2,1,0.015
cefotaxime,amr__erea_family,0,0.0
cefotaxime,amr__erea_family_erythromycin_esterase,3,0.046
cefotaxime,amr__erm,0,0.0
cefotaxime,amr__erm31,1,0.015
cefotaxime,amr__erm42,1,0.015
cefotaxime,amr__ermb,28,0.425
cefotaxime,amr__erya,0,0.0
cefotaxime,amr__erythromycin_esterase_ec_3.1.1.-_erea_family,1,0.015
cefotaxime,amr__erythromycin_esterase_ec_3.1.1.-_ereb_family,1,0.015
cefotaxime,amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_acrr,2,0.03
cefotaxime,amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,185,2.807
cefotaxime,amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_soxr,2,0.03
cefotaxime,amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_soxs,1,0.015
cefotaxime,amr__escherichia_azithromycinclarithromycinerythromycin_resistant_acrb,2,0.03
cefotaxime,amr__escherichia_aztreonamcefiderocolcephalosporin_resistant_ftsi,2,0.03
cefotaxime,amr__escherichia_carbapenem_resistant_ompc,1,0.015
cefotaxime,amr__escherichia_coli_acra,939,14.249
cefotaxime,amr__escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,988,14.992
cefotaxime,amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,906,13.748
cefotaxime,amr__escherichia_coli_ampc_beta-lactamase,44,0.668
cefotaxime,amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,179,2.716
cefotaxime,amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,952,14.446
cefotaxime,amr__escherichia_coli_emre,799,12.124
cefotaxime,amr__escherichia_coli_fabi_mutations_conferring_resistance_to_isoniazid_and_triclosan,1,0.015
cefotaxime,amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,902,13.687
cefotaxime,amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,260,3.945
cefotaxime,amr__escherichia_coli_gyra_with_mutation_conferring_resistance_to_triclosan,3,0.046
cefotaxime,amr__escherichia_coli_mdfa,958,14.537
cefotaxime,amr__escherichia_coli_nfsa_mutations_conferring_resistance_to_nitrofurantoin,5,0.076
cefotaxime,amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,178,2.701
cefotaxime,amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,112,1.7
cefotaxime,amr__escherichia_coli_soxr_with_mutation_conferring_antibiotic_resistance,893,13.551
cefotaxime,amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,967,14.674
cefotaxime,amr__escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,247,3.748
cefotaxime,amr__escherichia_colistin_resistant_pmrb,37,0.561
cefotaxime,amr__escherichia_fosfomycin_resistant_glpt,920,13.961
cefotaxime,amr__escherichia_fosfomycin_resistant_ptsi,110,1.669
cefotaxime,amr__escherichia_fosfomycin_resistant_uhpt,269,4.082
cefotaxime,amr__escherichia_fosmidomycin_resistant_cyaa,174,2.64
cefotaxime,amr__escherichia_nitrofurantoin_resistant_nfsa,17,0.258
cefotaxime,amr__escherichia_quinolone_resistant_gyra,432,6.555
cefotaxime,amr__escherichia_quinolone_resistant_parc,275,4.173
cefotaxime,amr__escherichia_quinolone_resistant_pare,231,3.505
cefotaxime,amr__escherichia_quinolonetriclosan_resistant_gyra,2,0.03
cefotaxime,amr__escherichia_rifampin_resistant_rpob,1,0.015
cefotaxime,amr__escherichia_rifamycin_resistant_rpob,1,0.015
cefotaxime,amr__estx,0,0.0
cefotaxime,amr__etsa,0,0.0
cefotaxime,amr__etsb,0,0.0
cefotaxime,amr__evga,1614,24.492
cefotaxime,amr__evgs,1685,25.569
cefotaxime,amr__evgs_2,0,0.0
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-1,4,0.061
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,18,0.273
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,70,1.062
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-2,2,0.03
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-27,10,0.152
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,14,0.212
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-65,0,0.0
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_ctx-m-9,1,0.015
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_sfo-1,0,0.0
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_shv-12,2,0.03
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_shv-2,1,0.015
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_shv-5,1,0.015
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_tem-12,1,0.015
cefotaxime,amr__extended-spectrum_class_a_beta-lactamase_tem-9,1,0.015
cefotaxime,amr__extended-spectrum_class_c_beta-lactamase_cmy-2,37,0.561
cefotaxime,amr__extended-spectrum_class_c_beta-lactamase_cmy-42,1,0.015
cefotaxime,amr__extended-spectrum_class_c_beta-lactamase_dha-1,0,0.0
cefotaxime,amr__fabf,0,0.0
cefotaxime,amr__fabf_2,0,0.0
cefotaxime,amr__fabf_4,0,0.0
cefotaxime,amr__fabi,2,0.03
cefotaxime,amr__fabv,2,0.03
cefotaxime,amr__fixx,0,0.0
cefotaxime,amr__flor,45,0.683
cefotaxime,amr__flor_family,26,0.395
cefotaxime,amr__fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,42,0.637
cefotaxime,amr__fola,4,0.061
cefotaxime,amr__fola_1,0,0.0
cefotaxime,amr__fola_2,1,0.015
cefotaxime,amr__fola_dfr,972,14.75
cefotaxime,amr__folp,1418,21.517
cefotaxime,amr__folp1,1,0.015
cefotaxime,amr__folp2,0,0.0
cefotaxime,amr__folp_1,1,0.015
cefotaxime,amr__folp_2,8,0.121
cefotaxime,amr__folp_3,7,0.106
cefotaxime,amr__folp_4,2,0.03
cefotaxime,amr__folp_5,3,0.046
cefotaxime,amr__folp_7,1,0.015
cefotaxime,amr__fonasfo_family,0,0.0
cefotaxime,amr__fosa,1,0.015
cefotaxime,amr__fosa3,1,0.015
cefotaxime,amr__fosa4,32,0.486
cefotaxime,amr__fosa7.5,4,0.061
cefotaxime,amr__fosa8,0,0.0
cefotaxime,amr__fosfomycin_resistance_glutathione_transferase_fosa4,1,0.015
cefotaxime,amr__fosfomycin_resistance_glutathione_transferase_fosa7.5,2,0.03
cefotaxime,amr__fosmidomycin_resistance_protein,5,0.076
cefotaxime,amr__fri-1,1,0.015
cefotaxime,amr__ftsi,4,0.061
cefotaxime,amr__ftsi_1,6,0.091
cefotaxime,amr__ftsi_2,2,0.03
cefotaxime,amr__fusa,2,0.03
cefotaxime,amr__fusa1,0,0.0
cefotaxime,amr__fyua,532,8.073
cefotaxime,amr__gade,1363,20.683
cefotaxime,amr__gadw,1463,22.2
cefotaxime,amr__gadw_1,1,0.015
cefotaxime,amr__gadw_2,0,0.0
cefotaxime,amr__gadw_3,0,0.0
cefotaxime,amr__gadw_4,0,0.0
cefotaxime,amr__gadx,1612,24.461
cefotaxime,amr__gdpd,739,11.214
cefotaxime,amr__gidb,748,11.351
cefotaxime,amr__glpt,807,12.246
cefotaxime,amr__glpt_1,0,0.0
cefotaxime,amr__glycerol-3-phosphate_transporter,211,3.202
cefotaxime,amr__glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,210,3.187
cefotaxime,amr__gyra,1363,20.683
cefotaxime,amr__gyra_2,1,0.015
cefotaxime,amr__gyrb,1424,21.608
cefotaxime,amr__h-ns,2278,34.568
cefotaxime,amr__haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,942,14.294
cefotaxime,amr__hexose_phosphate_transport_protein_uhpt,220,3.338
cefotaxime,amr__hns,7,0.106
cefotaxime,amr__hns_1,0,0.0
cefotaxime,amr__hns_2,0,0.0
cefotaxime,amr__hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_evga,212,3.217
cefotaxime,amr__hydrogen_peroxide-inducible_genes_activator_oxyr,211,3.202
cefotaxime,amr__hypothetical_protein,80,1.214
cefotaxime,amr__icr-mo,1,0.015
cefotaxime,amr__iles,0,0.0
cefotaxime,amr__imp-66,5,0.076
cefotaxime,amr__inha_fabi,743,11.275
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-30,2,0.03
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-33,2,0.03
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-35,1,0.015
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-37,0,0.0
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-39,1,0.015
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-40,2,0.03
cefotaxime,amr__inhibitor-resistant_broad-spectrum_class_a_beta-lactamase_tem-79,1,0.015
cefotaxime,amr__inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-185,1,0.015
cefotaxime,amr__inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-33,4,0.061
cefotaxime,amr__inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-78,1,0.015
cefotaxime,amr__inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-79,1,0.015
cefotaxime,amr__inhibitor-resistant_class_a_extended-spectrum_beta-lactamase_tem-125,1,0.015
cefotaxime,amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,199,3.02
cefotaxime,amr__iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,195,2.959
cefotaxime,amr__iso-trna,753,11.426
cefotaxime,amr__isoleucyl-trna_synthetase_ec_6.1.1.5,203,3.08
cefotaxime,amr__kasa,744,11.29
cefotaxime,amr__katg,763,11.578
cefotaxime,amr__katg_2,0,0.0
cefotaxime,amr__kdpe,1536,23.308
cefotaxime,amr__klebsiella_pneumoniae_kpne,944,14.325
cefotaxime,amr__klebsiella_pneumoniae_kpnf,986,14.962
cefotaxime,amr__klebsiella_pneumoniae_kpnh,1,0.015
cefotaxime,amr__klebsiella_pneumoniae_ompk37,1,0.015
cefotaxime,amr__kpc-2,6,0.091
cefotaxime,amr__kpc-3,5,0.076
cefotaxime,amr__kpc_family,2,0.03
cefotaxime,amr__ksga,1,0.015
cefotaxime,amr__ksga_2,0,0.0
cefotaxime,amr__leuo,1580,23.976
